price,model_year,model,condition,cylinders,fuel,odometer,transmission,type,paint_color,is_4wd,date_posted,days_listed,manufacturer
4988,2001.0,ford ranger,good,4.0,gas,179183.0,other,truck,white,False,2018-07-29,51,ford
13500,2007.0,ford f-150,excellent,8.0,gas,165.0,automatic,pickup,grey,False,2018-11-16,20,ford
9800,2005.0,ford f-250,good,8.0,gas,96800.0,automatic,pickup,blue,True,2018-07-31,19,ford
6500,2002.0,ford f-150,excellent,8.0,gas,220000.0,automatic,truck,red,True,2018-11-29,64,ford
6300,2003.0,gmc yukon,good,8.0,gas,168479.0,automatic,SUV,unknown,True,2019-04-02,33,gmc
5500,2001.0,ford f350 super duty,fair,10.0,gas,76000.0,automatic,truck,unknown,True,2019-03-20,41,ford
12774,2013.0,volkswagen passat,excellent,4.0,diesel,64655.0,automatic,sedan,unknown,False,2018-11-22,7,volkswagen
8995,2012.0,ford escape,excellent,4.0,gas,139000.0,automatic,SUV,white,False,2018-12-21,19,ford
32990,2016.0,ford f-250 sd,good,8.0,gas,5031.0,automatic,truck,black,True,2019-02-09,17,ford
24990,2006.0,ford f-350 sd,good,8.0,gas,65603.0,automatic,truck,red,True,2018-12-31,34,ford
24990,2013.0,ford f-250 sd,good,8.0,gas,18005.0,automatic,truck,green,True,2018-11-02,23,ford
9990,2005.0,ford f-250 sd,good,8.0,gas,70849.0,automatic,truck,white,False,2019-02-11,22,ford
3995,2007.0,ford focus,excellent,4.0,gas,142000.0,automatic,sedan,red,False,2018-08-21,11,ford
29995,2015.0,jeep wrangler unlimited,excellent,6.0,gas,99159.0,automatic,SUV,white,True,2018-07-31,21,jeep
4995,2004.0,jeep grand cherokee laredo,good,8.0,gas,186623.0,automatic,SUV,silver,True,2019-04-01,27,jeep
7950,2009.0,honda civic,good,4.0,gas,54000.0,automatic,sedan,unknown,False,2019-01-08,21,honda
5290,2007.0,hyundai santa fe,excellent,6.0,gas,142114.0,manual,SUV,unknown,False,2018-08-04,15,hyundai
19998,2007.0,chevrolet corvette,excellent,8.0,gas,65077.0,automatic,coupe,black,False,2018-06-18,23,chevrolet
31988,2017.0,ford f-150,excellent,6.0,gas,33800.0,automatic,truck,grey,True,2018-08-18,42,ford
25399,2015.0,ram 1500,excellent,8.0,gas,103947.0,automatic,pickup,unknown,True,2018-05-16,32,ram
5995,2004.0,ford f-250,good,8.0,gas,103000.0,automatic,truck,red,True,2019-01-24,263,ford
10500,2005.0,gmc sierra 2500hd,good,6.0,gas,153108.0,automatic,pickup,black,True,2018-08-27,55,gmc
11000,1999.0,ford f250 super duty,fair,8.0,diesel,135000.0,automatic,sedan,red,True,2018-10-19,42,ford
11500,2005.0,ford f-250,good,8.0,diesel,151350.0,automatic,truck,brown,True,2019-04-04,16,ford
13900,2007.0,ford f250,good,8.0,diesel,180441.0,automatic,truck,red,True,2018-05-23,10,ford
5500,2008.0,honda cr-v,good,4.0,gas,160188.0,automatic,SUV,unknown,False,2019-02-06,96,honda
25000,2014.0,ford f-150,excellent,6.0,gas,91437.0,automatic,truck,white,True,2018-11-23,32,ford
24500,2018.0,chevrolet silverado 1500,excellent,8.0,gas,49500.0,automatic,pickup,red,False,2018-06-30,17,chevrolet
34900,2013.0,mercedes-benz benze sprinter 2500,excellent,6.0,diesel,99840.0,automatic,van,black,False,2018-08-23,70,mercedes-benz
24095,2017.0,ford f150,excellent,6.0,gas,68302.0,automatic,truck,grey,True,2019-01-28,29,ford
10995,2009.0,jeep grand cherokee laredo,excellent,8.0,gas,69935.0,automatic,SUV,unknown,True,2018-09-20,44,jeep
1600,2014.0,chevrolet cruze,good,4.0,gas,102194.0,automatic,sedan,white,False,2018-09-04,17,chevrolet
1800,2014.0,chevrolet cruze,excellent,4.0,gas,79500.0,automatic,sedan,unknown,False,2018-11-15,24,chevrolet
1400,2013.0,chevrolet cruze,good,4.0,gas,85848.0,automatic,sedan,blue,False,2018-06-21,148,chevrolet
16900,2018.0,nissan rogue,like new,4.0,gas,31100.0,automatic,SUV,grey,False,2018-11-14,16,nissan
5900,2012.0,jeep liberty,good,6.0,gas,145795.0,automatic,SUV,unknown,False,2019-02-27,36,jeep
3500,1995.0,chevrolet silverado 1500,excellent,8.0,gas,129000.0,automatic,pickup,green,False,2018-07-26,27,chevrolet
16777,2009.0,jeep wrangler,excellent,6.0,gas,91773.0,manual,SUV,green,True,2019-03-31,12,jeep
25995,2016.0,ford f-150,excellent,8.0,gas,71002.0,automatic,truck,silver,True,2018-06-22,28,ford
4500,2005.0,ford f-150,good,8.0,gas,196361.0,automatic,pickup,blue,False,2018-10-06,58,ford
10995,2016.0,toyota corolla,excellent,4.0,gas,98352.0,automatic,sedan,grey,False,2018-10-11,9,toyota
7995,2006.0,chevrolet silverado 1500,excellent,8.0,gas,155500.0,automatic,truck,custom,True,2019-01-01,62,chevrolet
18500,2018.0,honda civic,excellent,4.0,gas,20674.0,manual,hatchback,unknown,False,2018-10-30,43,honda
15995,2016.0,chevrolet camaro,excellent,6.0,gas,84560.0,automatic,coupe,silver,False,2018-07-11,47,chevrolet
11777,2014.0,honda accord,excellent,4.0,gas,106887.0,automatic,sedan,grey,False,2019-04-07,3,honda
10200,2012.0,honda accord,excellent,4.0,gas,101193.0,automatic,sedan,silver,False,2018-12-30,13,honda
8995,2006.0,chevrolet silverado 2500hd,excellent,8.0,gas,140610.0,automatic,truck,unknown,True,2018-08-15,15,chevrolet
15995,2013.0,honda cr-v,excellent,4.0,gas,60150.0,automatic,wagon,brown,True,2018-05-04,4,honda
12995,2015.0,kia sorento,excellent,4.0,gas,89400.0,automatic,wagon,red,True,2018-12-02,46,kia
42995,2018.0,chevrolet suburban,excellent,8.0,gas,40800.0,automatic,SUV,unknown,True,2018-12-08,47,chevrolet
10675,2006.0,jeep wrangler,excellent,6.0,gas,106939.0,automatic,SUV,unknown,True,2018-10-27,12,jeep
5850,2008.0,chevrolet silverado 1500,excellent,8.0,gas,133.0,automatic,truck,white,False,2018-07-20,48,chevrolet
12995,2013.0,nissan rogue,excellent,4.0,gas,46150.0,automatic,wagon,black,True,2018-12-31,45,nissan
14995,2008.0,chevrolet silverado 1500,excellent,8.0,gas,93300.0,automatic,truck,unknown,True,2018-07-26,49,chevrolet
8995,2014.0,chevrolet cruze,excellent,4.0,gas,90700.0,automatic,sedan,white,False,2019-02-07,28,chevrolet
19900,2012.0,ford f-150,like new,6.0,gas,104125.0,automatic,truck,unknown,True,2018-07-12,44,ford
7995,2010.0,ford f150,excellent,8.0,gas,145000.0,automatic,pickup,white,False,2019-03-09,23,ford
2995,1997.0,dodge dakota,good,8.0,gas,183533.0,automatic,truck,unknown,True,2018-10-25,25,dodge
9595,2003.0,ford f-250 super duty,good,8.0,gas,145513.0,automatic,truck,white,True,2018-11-22,43,ford
2500,1998.0,toyota 4runner,good,4.0,gas,200.0,automatic,SUV,grey,False,2018-12-04,40,toyota
2500,2001.0,toyota tundra,salvage,8.0,gas,482000.0,automatic,pickup,green,True,2019-02-08,22,toyota
64000,2002.0,subaru impreza,excellent,4.0,gas,49000.0,manual,sedan,grey,True,2018-08-22,37,subaru
18000,2004.0,chevrolet corvette,excellent,8.0,gas,27400.0,automatic,convertible,white,False,2019-04-16,11,chevrolet
31995,2019.0,ford f-250 sd,good,8.0,gas,14151.5,automatic,truck,white,True,2019-03-25,44,ford
15995,2014.0,nissan frontier,good,6.0,gas,82703.0,automatic,truck,unknown,True,2018-12-16,19,nissan
17995,2016.0,ram 1500,good,8.0,gas,90542.0,automatic,truck,unknown,True,2019-01-23,39,ram
29500,2016.0,ram 3500,excellent,8.0,gas,64500.0,automatic,truck,red,True,2018-12-30,19,ram
11250,2016.0,chevrolet cruze,good,4.0,gas,32439.0,automatic,sedan,unknown,False,2018-09-27,19,chevrolet
14995,2012.0,ford expedition,good,8.0,gas,110000.0,automatic,SUV,grey,False,2018-05-02,29,ford
16900,2009.0,ford f350,excellent,10.0,gas,104000.0,automatic,truck,white,True,2018-10-26,72,ford
4200,2004.0,chevrolet malibu,good,6.0,gas,156640.0,automatic,sedan,brown,False,2019-02-10,49,chevrolet
4200,2010.0,ford fusion se,excellent,6.0,gas,160964.0,automatic,sedan,blue,False,2019-01-15,47,ford
6300,2011.0,ford fusion se,excellent,4.0,gas,104913.0,automatic,sedan,blue,False,2018-09-24,33,ford
7900,2008.0,ford f-150,excellent,8.0,gas,164000.0,automatic,offroad,white,True,2019-03-06,20,ford
3900,2004.0,chevrolet colorado,fair,5.0,gas,235000.0,automatic,pickup,red,True,2018-11-26,36,chevrolet
18250,2018.0,dodge grand caravan,like new,6.0,gas,20674.0,automatic,mini-van,silver,False,2018-07-07,14,dodge
19000,2015.0,nissan frontier crew cab sv,good,6.0,gas,43707.0,other,pickup,red,False,2018-06-11,16,nissan
2900,1999.0,chevrolet silverado,good,8.0,gas,137700.0,automatic,pickup,unknown,True,2019-04-12,24,chevrolet
7900,2007.0,ford f-150,good,8.0,gas,51245.0,automatic,pickup,white,False,2018-05-25,30,ford
7500,2011.0,toyota prius,excellent,4.0,hybrid,123025.0,automatic,hatchback,red,False,2019-02-23,46,toyota
2500,2000.0,ford ranger,excellent,4.0,gas,131112.0,manual,pickup,white,False,2018-07-31,16,ford
6500,2008.0,hyundai santa fe,like new,6.0,gas,140000.0,automatic,SUV,white,False,2018-07-23,73,hyundai
17541,2011.0,gmc sierra,good,8.0,gas,176049.0,automatic,truck,silver,True,2018-06-25,53,gmc
14995,2003.0,ram 2500,good,6.0,diesel,171000.0,automatic,truck,unknown,False,2019-03-15,31,ram
4995,1997.0,toyota 4runner,good,6.0,gas,294047.0,automatic,SUV,blue,True,2019-04-06,13,toyota
3500,2010.0,toyota prius,good,4.0,gas,273335.0,automatic,hatchback,red,False,2019-02-26,42,toyota
16500,2015.0,jeep grand cherokee,excellent,6.0,gas,78285.5,automatic,SUV,grey,True,2018-10-16,78,jeep
43000,2016.0,ford f350 super duty,excellent,8.0,diesel,130000.0,automatic,truck,brown,True,2019-01-29,88,ford
7500,2014.0,nissan altima,good,4.0,gas,95000.0,automatic,sedan,blue,False,2019-01-12,30,nissan
5800,2007.0,ford expedition,good,8.0,gas,185000.0,automatic,SUV,unknown,False,2018-05-20,4,ford
9000,1998.0,jeep wrangler,good,4.0,gas,128773.0,manual,SUV,green,True,2018-09-21,22,jeep
11500,2012.0,buick enclave,good,6.0,gas,110000.0,automatic,SUV,white,False,2018-12-24,44,buick
4900,2014.0,nissan versa,like new,4.0,gas,100000.0,automatic,sedan,grey,False,2019-03-16,19,nissan
6900,2015.0,kia soul,like new,4.0,gas,106000.0,automatic,SUV,white,False,2018-10-06,39,kia
5400,2011.0,hyundai sonata,like new,4.0,gas,112000.0,automatic,sedan,grey,False,2018-12-19,63,hyundai
11000,2007.0,toyota tundra,like new,8.0,gas,140000.0,automatic,truck,silver,True,2018-11-18,8,toyota
5900,2007.0,jeep liberty,excellent,6.0,gas,134100.0,automatic,SUV,silver,False,2018-08-26,73,jeep
7850,2006.0,ford f150 supercrew cab xlt,excellent,8.0,gas,148000.0,automatic,pickup,brown,False,2018-06-20,38,ford
4500,2003.0,ford f-150,good,8.0,gas,231000.0,automatic,truck,custom,True,2018-07-10,74,ford
8500,2008.0,gmc sierra,good,8.0,gas,17300.0,automatic,truck,silver,False,2018-07-19,12,gmc
8650,2014.0,ford fusion,excellent,4.0,gas,104155.0,automatic,sedan,white,False,2018-07-22,35,ford
11995,2003.0,ford f-250 sd,excellent,8.0,gas,168254.0,automatic,truck,blue,True,2019-03-09,57,ford
5550,2008.0,honda odyssey,excellent,6.0,gas,179989.0,automatic,van,unknown,False,2019-03-09,25,honda
14500,2012.0,ford f-150,excellent,6.0,gas,158100.0,automatic,pickup,unknown,True,2019-04-12,57,ford
10800,2013.0,hyundai santa fe,excellent,4.0,gas,120738.0,automatic,SUV,black,False,2018-09-12,48,hyundai
22500,2015.0,ford f250,good,8.0,gas,121030.0,automatic,truck,grey,True,2018-09-09,68,ford
3000,2011.0,chevrolet impala,good,6.0,gas,94727.0,automatic,sedan,unknown,False,2019-01-01,28,chevrolet
5995,2009.0,ford fusion,good,6.0,gas,148571.0,automatic,sedan,unknown,False,2019-01-10,24,ford
8995,2013.0,ford focus,good,4.0,gas,99840.0,automatic,sedan,red,False,2018-11-16,10,ford
5400,2002.0,chevrolet trailblazer,good,6.0,gas,91043.0,automatic,SUV,red,True,2018-11-15,24,chevrolet
5600,2005.0,toyota prius,excellent,4.0,gas,143575.0,automatic,hatchback,grey,False,2018-09-21,28,toyota
5995,2007.0,jeep grand cherokee laredo,good,8.0,gas,159718.0,automatic,SUV,custom,True,2019-02-20,34,jeep
9500,2010.0,toyota tundra,good,8.0,gas,216000.0,automatic,pickup,unknown,True,2019-02-17,29,toyota
5500,2011.0,ford focus se,excellent,4.0,gas,76238.0,automatic,sedan,unknown,False,2018-08-27,6,ford
9200,2011.0,chevrolet tahoe,like new,8.0,gas,128000.0,automatic,SUV,black,False,2018-10-22,32,chevrolet
15900,2004.0,ford f-350 sd,excellent,8.0,diesel,152000.0,automatic,truck,brown,True,2018-06-08,22,ford
41500,2016.0,chevrolet corvette,like new,8.0,gas,10128.0,automatic,coupe,grey,False,2019-01-18,30,chevrolet
1700,1991.0,toyota corolla,good,4.0,gas,209000.0,manual,hatchback,unknown,True,2019-03-03,14,toyota
9995,2006.0,chevrolet silverado 2500hd,good,8.0,gas,185311.0,automatic,pickup,unknown,True,2019-02-11,11,chevrolet
21995,2013.0,toyota 4runner,excellent,6.0,gas,94103.0,automatic,SUV,grey,True,2018-12-04,50,toyota
17500,2015.0,chevrolet silverado,excellent,6.0,gas,109000.0,automatic,truck,unknown,True,2018-09-22,17,chevrolet
20200,2017.0,ford explorer,excellent,4.0,gas,41000.0,automatic,SUV,red,False,2019-03-21,16,ford
18995,2010.0,toyota tundra,excellent,8.0,gas,127128.5,automatic,truck,black,True,2019-03-10,23,toyota
31984,2017.0,chevrolet silverado 1500,excellent,8.0,gas,31743.0,automatic,truck,unknown,True,2018-08-07,12,chevrolet
5300,2014.0,nissan versa,excellent,4.0,gas,65000.0,automatic,sedan,white,False,2018-08-23,27,nissan
3995,2000.0,ford f-150,good,8.0,gas,106000.0,automatic,pickup,red,True,2018-10-20,84,ford
30948,2018.0,chevrolet colorado,excellent,6.0,gas,21747.0,automatic,truck,blue,True,2018-08-03,33,chevrolet
7400,2003.0,chevrolet silverado 2500hd,excellent,8.0,gas,223000.0,automatic,truck,white,True,2018-06-21,9,chevrolet
22905,2017.0,hyundai santa fe,excellent,6.0,gas,29483.0,automatic,SUV,unknown,True,2018-11-20,37,hyundai
56990,2018.0,chevrolet silverado 2500hd,excellent,8.0,diesel,3993.0,automatic,truck,white,True,2018-07-26,20,chevrolet
18995,2015.0,jeep grand cherokee,excellent,6.0,gas,100411.0,automatic,SUV,grey,True,2019-02-23,39,jeep
17500,2016.0,chevrolet silverado 1500,excellent,8.0,gas,128304.0,automatic,truck,blue,True,2018-11-28,86,chevrolet
22995,2012.0,toyota 4runner,excellent,6.0,gas,82527.0,automatic,SUV,grey,True,2018-09-17,22,toyota
23995,2012.0,toyota tundra,excellent,8.0,gas,101507.0,automatic,truck,unknown,True,2019-03-31,24,toyota
7900,2010.0,nissan murano,like new,6.0,gas,89000.0,automatic,SUV,unknown,True,2018-09-03,112,nissan
10995,2016.0,chevrolet equinox,excellent,4.0,gas,144018.0,automatic,SUV,blue,False,2018-07-24,24,chevrolet
9950,2017.0,hyundai elantra,excellent,4.0,gas,57275.0,automatic,sedan,black,False,2018-07-01,49,hyundai
3999,2001.0,ford f-250 super duty,good,10.0,gas,179183.0,automatic,truck,unknown,True,2019-02-24,1,ford
12800,2016.0,ford f150,good,6.0,gas,108598.0,automatic,pickup,white,False,2019-02-21,38,ford
2000,1997.0,toyota 4runner,good,6.0,gas,95000.0,manual,SUV,red,True,2019-04-03,37,toyota
33950,2005.0,ford f-250,good,8.0,diesel,153108.0,automatic,pickup,white,True,2018-11-22,50,ford
21000,2004.0,ford f-250,excellent,8.0,diesel,203100.0,automatic,truck,silver,True,2018-09-05,13,ford
22615,2011.0,chevrolet silverado 2500hd,excellent,8.0,diesel,219488.0,automatic,truck,white,True,2018-09-19,28,chevrolet
10995,2009.0,honda pilot,good,6.0,gas,128520.0,automatic,SUV,silver,True,2019-04-04,21,honda
11995,2011.0,chevrolet silverado 1500,good,8.0,gas,109475.0,automatic,truck,grey,False,2018-07-29,156,chevrolet
6500,2009.0,toyota camry,good,4.0,gas,110800.0,automatic,sedan,black,False,2019-03-14,4,toyota
10500,2011.0,honda accord,good,6.0,gas,87950.0,automatic,sedan,silver,False,2018-11-19,8,honda
4700,2007.0,nissan maxima,good,6.0,gas,142000.0,automatic,sedan,blue,False,2018-10-26,53,nissan
28950,2016.0,ford f250,like new,8.0,gas,53998.5,automatic,truck,white,True,2018-08-10,76,ford
23950,2013.0,ford f150,like new,6.0,gas,29300.0,automatic,pickup,silver,True,2018-08-11,12,ford
8700,2003.0,gmc sierra 2500hd,good,8.0,gas,223800.0,automatic,truck,black,True,2018-10-31,51,gmc
15995,2012.0,jeep wrangler,good,6.0,gas,110000.0,manual,SUV,black,True,2018-09-28,179,jeep
21995,2014.0,ram 1500,good,6.0,diesel,128025.0,automatic,truck,custom,True,2018-05-18,37,ram
7900,2012.0,chevrolet traverse,good,6.0,gas,151490.0,automatic,SUV,grey,True,2019-04-11,37,chevrolet
7800,2012.0,dodge grand caravan,good,6.0,gas,98880.0,automatic,van,silver,False,2019-01-31,74,dodge
23798,2017.0,toyota sienna,good,6.0,gas,65595.0,automatic,mini-van,red,False,2019-02-07,42,toyota
1800,1998.0,ford f150,good,6.0,gas,170592.0,automatic,truck,red,False,2018-09-02,73,ford
35998,2018.0,chevrolet silverado 1500,good,8.0,gas,23208.0,automatic,truck,red,True,2018-07-25,132,chevrolet
6700,2006.0,ford f-150,good,8.0,gas,136000.0,automatic,truck,brown,False,2018-05-08,59,ford
18400,2016.0,chevrolet camaro lt coupe 2d,good,6.0,gas,37380.0,other,coupe,blue,False,2018-09-15,16,chevrolet
44950,2018.0,gmc sierra 1500,like new,8.0,gas,5500.0,automatic,truck,red,True,2018-07-02,34,gmc
4800,2005.0,honda accord,excellent,6.0,gas,149000.0,automatic,sedan,brown,False,2018-10-17,6,honda
10995,2009.0,jeep grand cherokee laredo,excellent,6.0,gas,69935.0,automatic,SUV,silver,True,2019-03-24,26,jeep
5000,2012.0,toyota corolla,good,4.0,gas,107005.0,automatic,sedan,blue,False,2018-09-03,34,toyota
6500,2004.0,gmc sierra,good,8.0,gas,191000.0,automatic,truck,white,True,2018-08-29,7,gmc
24495,2017.0,ford f150,excellent,8.0,gas,68302.0,automatic,truck,grey,True,2018-05-13,121,ford
17000,2011.0,ram 2500,good,6.0,diesel,193000.0,automatic,truck,white,True,2018-05-13,25,ram
31500,2016.0,gmc sierra 1500,excellent,8.0,gas,38080.0,automatic,truck,black,True,2018-06-24,12,gmc
6450,2009.0,chevrolet tahoe,excellent,8.0,gas,131565.0,automatic,SUV,blue,False,2018-11-29,42,chevrolet
4600,2014.0,ford focus se,excellent,4.0,gas,90000.0,automatic,hatchback,blue,False,2019-02-19,59,ford
9500,2004.0,jeep wrangler,excellent,6.0,gas,142000.0,manual,SUV,unknown,True,2019-03-23,23,jeep
34500,2013.0,ford f-150,excellent,8.0,gas,48000.0,automatic,pickup,yellow,True,2019-01-14,69,ford
6800,2016.0,volkswagen jetta,excellent,4.0,gas,31000.0,automatic,sedan,red,False,2019-03-05,35,volkswagen
2000,1989.0,ford f-150,good,8.0,gas,50000.0,automatic,truck,white,False,2019-03-07,27,ford
3900,2012.0,chevrolet cruze,good,4.0,gas,109000.0,automatic,sedan,red,False,2019-01-10,35,chevrolet
299,2007.0,nissan altima,excellent,4.0,gas,144235.0,automatic,sedan,silver,False,2019-03-02,63,nissan
2500,2005.0,ford escape,fair,4.0,gas,153108.0,automatic,SUV,white,False,2019-01-08,80,ford
6000,2011.0,ford escape,excellent,6.0,gas,137000.0,automatic,hatchback,grey,False,2018-08-25,55,ford
59995,2019.0,ram 2500,like new,6.0,diesel,14151.5,automatic,truck,unknown,True,2019-04-10,29,ram
17500,2015.0,toyota rav4,like new,4.0,gas,59200.0,automatic,SUV,silver,True,2019-03-26,40,toyota
6000,2007.0,ford mustang,like new,6.0,gas,170000.0,manual,hatchback,blue,False,2018-10-04,33,ford
11995,2008.0,chevrolet silverado 1500,good,8.0,gas,109475.0,automatic,truck,grey,False,2018-11-11,86,chevrolet
7000,2004.0,gmc sierra 2500hd,good,8.0,gas,212000.0,automatic,pickup,white,True,2018-08-05,15,gmc
10900,2011.0,ford expedition,excellent,8.0,gas,149000.0,automatic,SUV,white,True,2019-02-13,72,ford
4695,2012.0,ford focus,excellent,4.0,gas,84631.0,automatic,sedan,grey,False,2018-09-07,5,ford
10900,2003.0,ford f-250,excellent,8.0,diesel,167000.0,automatic,pickup,silver,True,2019-01-19,53,ford
27900,2018.0,ram 1500,like new,8.0,gas,46437.0,automatic,truck,white,True,2018-07-15,34,ram
6000,2002.0,ford f-150,good,8.0,gas,196325.0,automatic,truck,red,True,2019-04-15,74,ford
5800,2005.0,toyota corolla,excellent,6.0,gas,153108.0,automatic,sedan,brown,False,2018-12-23,80,toyota
8700,2003.0,gmc sierra 2500hd,good,8.0,gas,223800.0,automatic,truck,black,True,2018-05-17,67,gmc
5700,2008.0,acura tl,good,6.0,gas,165000.0,automatic,sedan,unknown,False,2018-08-07,55,acura
1500,2013.0,volkswagen passat,good,6.0,diesel,170000.0,automatic,sedan,silver,False,2018-06-19,8,volkswagen
8800,2006.0,ford mustang,good,6.0,gas,75345.0,automatic,coupe,black,False,2018-05-30,61,ford
13950,2017.0,chevrolet equinox,excellent,4.0,gas,59746.0,automatic,SUV,unknown,False,2018-07-20,78,chevrolet
5300,2006.0,honda civic,excellent,4.0,gas,102600.0,automatic,sedan,blue,False,2018-11-09,75,honda
3250,2005.0,honda accord,good,4.0,gas,215000.0,manual,sedan,green,False,2018-08-06,37,honda
1300,2004.0,ford taurus,good,6.0,gas,137000.0,automatic,wagon,custom,False,2018-06-26,113,ford
11950,2004.0,chevrolet silverado 2500hd,good,8.0,diesel,225117.0,automatic,pickup,white,True,2018-05-11,11,chevrolet
3600,2003.0,hyundai santa fe,excellent,6.0,gas,132000.0,automatic,SUV,silver,True,2019-03-07,49,hyundai
2900,2004.0,ford explorer,good,6.0,gas,183000.0,automatic,SUV,silver,True,2019-02-18,83,ford
8495,2011.0,gmc yukon,excellent,8.0,gas,233409.0,automatic,SUV,black,True,2018-11-06,31,gmc
3600,2000.0,chevrolet camaro,good,6.0,gas,93644.0,automatic,sedan,unknown,False,2018-05-07,18,chevrolet
6900,2007.0,ford f-150,excellent,8.0,gas,143180.0,automatic,truck,red,False,2019-04-08,35,ford
36000,2016.0,ford f250,like new,8.0,diesel,34000.0,automatic,pickup,unknown,True,2018-10-15,53,ford
13900,2005.0,ram 1500,excellent,8.0,gas,153108.0,automatic,truck,unknown,False,2018-11-13,15,ram
3400,2003.0,ford explorer,good,6.0,gas,129000.0,automatic,SUV,silver,True,2018-10-19,37,ford
2395,2003.0,dodge dakota,good,6.0,gas,177130.0,automatic,pickup,red,True,2018-11-13,23,dodge
3995,2003.0,dodge dakota,good,8.0,gas,161397.0,automatic,pickup,unknown,True,2018-06-29,47,dodge
14500,2011.0,chevrolet silverado 1500,excellent,8.0,gas,138000.0,automatic,truck,unknown,True,2018-05-09,12,chevrolet
13500,2017.0,toyota camry le,excellent,4.0,gas,41000.0,automatic,sedan,silver,True,2019-02-01,9,toyota
14999,2008.0,chevrolet tahoe,excellent,8.0,gas,157937.0,automatic,SUV,white,True,2018-06-22,14,chevrolet
10990,2013.0,jeep grand cherokee,excellent,6.0,gas,99840.0,automatic,SUV,grey,True,2018-06-18,65,jeep
8350,2010.0,ford mustang,excellent,8.0,gas,127128.5,manual,coupe,grey,False,2018-10-29,110,ford
4600,2007.0,honda accord,excellent,4.0,gas,112000.0,automatic,sedan,silver,False,2018-10-25,90,honda
4795,2001.0,chevrolet silverado 1500,good,8.0,gas,140364.0,automatic,truck,brown,True,2019-03-20,6,chevrolet
5795,2010.0,jeep liberty,excellent,6.0,gas,136523.0,automatic,SUV,black,True,2019-02-15,13,jeep
6495,2003.0,chevrolet silverado 1500,excellent,8.0,gas,165511.0,automatic,truck,blue,True,2019-02-17,6,chevrolet
4595,2010.0,subaru impreza,excellent,4.0,gas,168899.0,automatic,wagon,silver,True,2019-03-12,26,subaru
4000,2008.0,ford escape,good,6.0,gas,141000.0,automatic,SUV,silver,True,2019-03-11,5,ford
15995,2013.0,honda cr-v,excellent,4.0,gas,60150.0,automatic,wagon,brown,True,2018-09-25,31,honda
42995,2008.0,chevrolet suburban,excellent,8.0,gas,40800.0,automatic,SUV,black,True,2019-04-08,19,chevrolet
8995,2014.0,chevrolet cruze,excellent,4.0,gas,90700.0,automatic,sedan,unknown,False,2018-09-20,7,chevrolet
7995,2006.0,chevrolet silverado 1500,excellent,8.0,gas,155500.0,automatic,truck,custom,True,2018-09-22,126,chevrolet
8995,2006.0,chevrolet silverado 2500hd,excellent,8.0,gas,140610.0,automatic,truck,custom,True,2019-04-10,78,chevrolet
12995,2013.0,nissan rogue,excellent,4.0,gas,46150.0,automatic,wagon,black,True,2019-01-09,118,nissan
12995,2015.0,kia sorento,excellent,4.0,gas,89400.0,automatic,wagon,red,True,2018-09-13,169,kia
14995,2008.0,chevrolet silverado 1500,excellent,8.0,gas,93300.0,automatic,truck,grey,True,2019-02-06,33,chevrolet
3900,2003.0,chevrolet tahoe,good,8.0,gas,238000.0,automatic,SUV,black,False,2018-12-01,26,chevrolet
7900,2011.0,toyota prius,good,4.0,electric,78466.0,automatic,sedan,unknown,False,2018-09-13,34,toyota
4400,2007.0,nissan altima,excellent,4.0,gas,102000.0,automatic,sedan,grey,False,2018-11-22,33,nissan
4200,2007.0,nissan altima,excellent,4.0,gas,94000.0,automatic,sedan,unknown,False,2018-06-18,30,nissan
8900,2005.0,toyota tacoma,good,4.0,gas,120809.0,manual,truck,black,True,2018-08-11,51,toyota
3000,1996.0,ford f-250,good,8.0,gas,85255.0,automatic,truck,white,False,2019-03-24,13,ford
5900,2003.0,toyota corolla,good,4.0,gas,59745.0,automatic,sedan,silver,False,2019-04-19,30,toyota
4900,2009.0,nissan altima,good,6.0,gas,62017.0,manual,sedan,black,False,2018-08-20,74,nissan
1500,2002.0,honda civic,good,4.0,gas,200000.0,manual,sedan,black,False,2019-03-20,32,honda
5300,2010.0,toyota corolla,excellent,4.0,gas,840000.0,automatic,sedan,silver,False,2019-02-04,13,toyota
1500,1996.0,ford explorer,good,6.0,gas,181000.0,manual,SUV,unknown,True,2018-11-17,8,ford
5500,2007.0,chevrolet silverado,excellent,6.0,gas,162002.0,automatic,truck,red,False,2018-09-14,76,chevrolet
21600,2017.0,chevrolet camaro lt coupe 2d,good,6.0,gas,28936.0,other,coupe,grey,False,2018-11-08,58,chevrolet
26900,2016.0,ram 2500,excellent,6.0,diesel,184800.0,automatic,truck,white,True,2018-08-27,35,ram
16000,2005.0,ford f-250,good,8.0,gas,97000.0,automatic,pickup,unknown,True,2018-06-20,9,ford
6800,2009.0,chevrolet traverse,excellent,6.0,gas,131565.0,automatic,SUV,silver,False,2019-03-05,26,chevrolet
4195,2001.0,chevrolet suburban,good,8.0,gas,177137.0,automatic,SUV,unknown,True,2019-03-08,5,chevrolet
3995,2001.0,jeep grand cherokee,excellent,6.0,gas,138244.0,automatic,SUV,custom,False,2018-12-05,46,jeep
4450,2012.0,nissan altima,excellent,4.0,gas,130000.0,automatic,sedan,black,False,2018-08-15,104,nissan
